90.1;2590.35;2359.48
90.2;2592.17;2360.63
90.3;2593.96;2361.76
90.4;2595.72;2362.85
90.5;2597.46;2363.92
90.6;2599.17;2364.96
90.7;2600.85;2365.98
90.8;2602.49;2366.96
90.9;2604.10;2367.90
91;2605.67;2368.80
91.1;2607.19;2369.66
91.2;2608.68;2370.48
91.3;2610.15;2371.28
91.4;2611.58;2372.05
91.5;2612.99;2372.79
91.6;2614.40;2373.53
91.7;2615.81;2374.27
91.8;2617.22;2375.01
91.9;2618.63;2375.76
92;2620.03;2376.50
92.1;2621.44;2377.24
92.2;2622.85;2377.98
92.3;2624.26;2378.72
92.4;2625.67;2379.46
92.5;2627.08;2380.21
92.6;2628.48;2380.95
92.7;2629.89;2381.69
92.8;2631.30;2382.43
92.9;2632.71;2383.17
93;2634.12;2383.91
93.1;2635.53;2384.66
93.2;2636.93;2385.40
93.3;2638.34;2386.14
93.4;2639.75;2386.88
93.5;2641.16;2387.62
93.6;2642.57;2388.36
93.7;2643.98;2389.11
93.8;2645.38;2389.85
93.9;2646.79;2390.59
94;2648.19;2391.32
94.1;2649.57;2392.03
94.2;2650.93;2392.73
94.3;2652.29;2393.42
94.4;2653.63;2394.09
94.5;2654.95;2394.75
94.6;2656.26;2395.39
94.7;2657.56;2396.02
94.8;2658.84;2396.64
94.9;2660.11;2397.24
95;2661.37;2397.83
95.1;2662.61;2398.41
95.2;2663.84;2398.97
95.3;2665.05;2399.51
95.4;2666.25;2400.05
95.5;2667.44;2400.57
95.6;2668.61;2401.07
95.7;2669.77;2401.56
95.8;2670.91;2402.04
95.9;2672.04;2402.51
96;2673.16;2402.96
96.1;2674.26;2403.39
96.2;2675.35;2403.81
96.3;2676.43;2404.22
96.4;2677.49;2404.62
96.5;2678.53;2405.00
96.6;2679.57;2405.36
96.7;2680.59;2405.72
96.8;2681.59;2406.06
96.9;2682.58;2406.38
97;2683.56;2406.69
97.1;2684.53;2406.99
97.2;2685.48;2407.27
97.3;2686.41;2407.54
97.4;2687.33;2407.80
97.5;2688.26;2408.05
97.6;2689.18;2408.31
97.7;2690.10;2408.56
97.8;2691.02;2408.82
97.9;2691.94;2409.07
98;2692.87;2409.33
98.1;2693.79;2409.59
98.2;2694.71;2409.84
98.3;2695.63;2410.10
98.4;2696.56;2410.35
98.5;2697.48;2410.61
98.6;2698.40;2410.86
98.7;2699.32;2411.12
98.8;2700.24;2411.37
98.9;2701.17;2411.63
99;2702.09;2411.89
99.1;2703.01;2412.14
99.2;2703.93;2412.40
99.3;2704.86;2412.65
99.4;2705.78;2412.91
99.5;2706.70;2413.16
99.6;2707.62;2413.42
99.7;2708.54;2413.67
99.8;2709.47;2413.93
99.9;2710.39;2414.19
100;2711.31;2414.44
100.1;2712.23;2414.70
100.2;2713.16;2414.95
100.3;2714.08;2415.21
100.4;2715.00;2415.46
100.5;2715.92;2415.72
100.6;2716.84;2415.97
100.7;2717.77;2416.23
100.8;2718.69;2416.49
100.9;2719.61;2416.74
101;2720.53;2417.00
101.1;2721.46;2417.25
101.2;2722.38;2417.51
101.3;2723.30;2417.76
101.4;2724.22;2418.02
101.5;2725.13;2418.26
101.6;2726.03;2418.49
101.7;2726.91;2418.70
101.8;2727.77;2418.90
101.9;2728.63;2419.09
102;2729.46;2419.26
102.1;2730.29;2419.42
102.2;2731.10;2419.56
102.3;2731.90;2419.69
102.4;2732.68;2419.81
102.5;2733.45;2419.91
102.6;2734.21;2420.00
102.7;2734.95;2420.08
102.8;2735.68;2420.14
102.9;2736.39;2420.19
103;2737.09;2420.22
103.1;2737.78;2420.24
103.2;2738.45;2420.24
103.3;2739.11;2420.25
103.4;2739.75;2420.26
103.5;2740.38;2420.26
103.6;2741.00;2420.26
103.7;2741.60;2420.26
103.8;2742.19;2420.26
103.9;2742.76;2420.26
104;2743.33;2420.26
104.1;2743.87;2420.26
104.2;2744.41;2420.26
104.3;2744.93;2420.26
104.4;2745.43;2420.26
104.5;2745.92;2420.26
104.6;2746.40;2420.26
104.7;2746.86;2420.26
104.8;2747.31;2420.26
104.9;2747.75;2420.26
105;2748.17;2420.26
105.1;2748.58;2420.26
105.2;2748.98;2420.26
105.3;2749.36;2420.26
105.4;2749.72;2420.26
105.5;2750.08;2420.26
105.6;2750.41;2420.26
105.7;2750.74;2420.26
105.8;2751.05;2420.26
105.9;2751.35;2420.26
106;2751.63;2420.26
106.1;2751.90;2420.26
106.2;2752.16;2420.26
106.3;2752.40;2420.26
106.4;2752.63;2420.26
106.5;2752.84;2420.26
106.6;2753.04;2420.26
106.7;2753.23;2420.26
106.8;2753.40;2420.26
106.9;2753.56;2420.26
107;2753.70;2420.26
107.1;2753.83;2420.26
107.2;2753.95;2420.26
107.3;2754.05;2420.26
107.4;2754.14;2420.26
107.5;2754.21;2420.26
